date,level,slope,curvature,lambda,ns_fit_rmse
2005-04-30,4.87760836210091,-2.0167239003418826,0.0003131054941728792,2.204473210984137,0.10351623213997671
2005-05-31,4.682984967763798,-1.7368030740785037,4.718659990922359e-05,2.484646033610035,0.11381577867192562
2005-06-30,4.4286599942227465,-1.3179916220833685,6.931005333677393e-06,2.6512903894532966,0.10276990428152909
2005-07-31,4.4353898555757985,-1.0891347819176487,-2.8612681206344103e-05,1.8102412781494719,0.09861784443337686
2005-08-31,4.441557578335721,-0.8808880869765635,-8.173213924165496e-06,1.4598449149277861,0.09089552568363835
2005-09-30,4.617452044345581,-0.9431249490246418,-0.18825765949434478,3.5359330497349513,0.08291874610300845
2005-10-31,4.698110899135753,-0.690025447171811,-5.940210083937797e-05,2.791904354205366,0.08384898626293227
2005-11-30,4.770459293128464,-0.746306655279079,-3.218871395023126e-05,1.6043534836599622,0.11721146785002613
2005-12-31,4.661350268650622,-0.38384125337772607,-0.22057699184955493,2.7394252060235904,0.08296013715859227
2006-01-31,4.6124997094728934,-0.05868584474184984,-0.8486895180957598,2.0332689986395653,0.0649281603717227
2006-02-28,4.558205936878371,0.13751408368349696,-0.07649442745283092,1.8445153011098376,0.0660150690294094
2006-03-31,4.7552120149775945,0.05090999533565671,-0.26075612735345155,1.5690888799894207,0.07287146137204124
2006-04-30,5.123853442427884,-0.18531662347324004,-0.61000349915201,1.8444569536563387,0.08091322310051577
2006-05-31,5.239153314947327,-0.23172556791246843,-0.6601775040142612,1.764371617967311,0.08803813310666336
2006-06-30,5.091524046729421,0.10134499163650708,-0.3140486947577009,1.7438248563634597,0.09233093465770043
2006-07-31,5.084735250639883,0.27803145488574205,-0.617421159978452,1.6401662573428284,0.07988408307440928
2006-08-31,5.006745489872949,0.3331010764419176,-1.264133352944035,1.7325232619003856,0.0685525163654675
2006-09-30,4.912270774888823,0.3876154672489652,-1.5495215858775333,1.740945284526802,0.05339610692893879
2006-10-31,4.910318237481599,0.3725407287397668,-1.4501591055014373,1.8177119259661554,0.05453013466059658
2006-11-30,4.738299351554306,0.5590772858383867,-1.4757800714188367,1.8092791097451963,0.05452326806864069
2006-12-31,4.796451741982732,0.5217354220398484,-1.8366019424577622,1.8135253007494636,0.04495444796860629
2007-01-31,4.84246222837575,0.43479356202185204,-1.0557656221011749,1.7528843383956085,0.06540098621017358
2007-02-28,4.841720812981925,0.4328696545331867,-1.1892751100128072,1.8051663298778968,0.06559229374533061
2007-03-31,4.871307196488403,0.4205394877847697,-2.0948950017797157,1.793950304152322,0.04887771602994911
2007-04-30,4.9996734098185,0.35542908914542143,-2.0873772105571753,1.7765360137483541,0.05454980726611672
2007-05-31,4.933244573178736,0.3018181192645814,-1.464324526747525,1.8274561841707746,0.07243982873209899
2007-06-30,5.1234753136394104,-0.10811057163427526,-0.42584593957083694,1.363110179274357,0.08891970419594321
2007-07-31,5.124286407425791,0.08450958193865711,-1.2923113078434914,1.294815575560927,0.06954337253548355
2007-08-31,5.085044246986201,-0.3125138277879586,-2.1226643650262607,1.5285081896455117,0.07449184375693337
2007-09-30,4.995670589793063,-0.5362264615689716,-2.4075271975077612,1.572861906635565,0.07492128994037242
2007-10-31,5.059000435323661,-0.6066465250621412,-2.6977483034369296,1.542063373509998,0.056773482774029965
